ID,Tweet,Replies,Retweets,Likes,Bookmarks,Views,PostDate,Timestamp
2yhzfa1836i,"ขอเชิญนิสิต มก. ส่งคลิปสั้น (TikTok / Reels) ความยาว 1 นาที  ในรูปแบบของคอนเทนต์ประเภทต่างๆ 

1. ขำขันบันเทิง 
2. กำลังใจให้เพื่อน 
3. สร้างแรงบันดาลใจ
4. เนื้อหาความรู้ 
5. ความคิดสร้างสรรค์
ร่วมกันส่งเข้ามาเยอะๆ น้าา 
#เกษตรศาสตร์ #kasetsart #kutob2 #TikTok #tiktokchallenge",0,2,0,1,654,2024-09-10 09:09:57,2024-11-26 01:11:30
9ravmhproto,"“สุวัจน์” เปิดงาน เดิน-วิ่ง ม.เกษตร  KU RUN 3 ชิงถ้วยพระราชทาน หารายได้สร้างโรงพยาบาลคณะแพทย์ศาสตร์ ม.เกษตรศาสตร์

#สุวัจน์ #เกษตรศาสตร์ #kurun3",0,0,0,0,991,2024-02-25 09:52:02,2024-11-26 01:11:30
el5guzh9b58,"เกิดเหตุเพลิงไหม้ ใน ม.เกษตรศาสตร์ บางเขน ระดมกำลังดับทัน รอตรวจสาเหตุต่อ

https://komchadluek.net/news/crime/563628…

#ไฟไหม้ #เกษตรศาสตร์ #บางเขน #ข่าว #คมชัดลึก",0,0,2,0,2122,2023-11-18 10:25:05,2024-11-26 01:11:30
mvgqlyluuq,DM #กทม #thetraffic #เกษตรศาสตร์ #บางเขน,0,0,4,0,248,2024-11-22 14:13:27,2024-11-26 01:11:30
6kxau6smou3,"ดูบอลสด ถ่ายทอดสด ฟุตบอล รีโว่ คัพ เกษตรศาสตร์ VS ทรู แบงค็อก
#ดูบอลสด
#ลิ้งค์ดูบอลสด
#ตารางดูบอลสด
#ฟุตบอลรีโว่คัพ
#เกษตรศาสตร์
#ทรูแบงค็อกยูไนเต็ด",0,0,2,0,548,2024-10-30 08:38:04,2024-11-26 01:11:30
aparp7f7hyd,"รบกวนช่วยรีหน่อยค่ะ
เวลาประมาณ 23.40 น. ใครที่ขับรถผ่านบริเวณสะพานข้ามแยกเกษตรฝั่งขาออก (ฝั่งม.เกษตร) แล้วพบเห็นอุบัติเหตุรถปิ๊กอัพชนรถจักรยานยนต์ รบกวนติดต่อเรามาหน่อยได้มั้ยคะ พอดีผู้ประสบเหตุเป็นพี่ชายเรา คนขับชนแล้วหนีค่ะ #อุบัติเหตุ #รถชน #เกษตรบางเขน #เกษตรศาสตร์",1,38,2,0,2957,2023-05-21 18:13:30,2024-11-26 01:11:30
eospx6pp39p,"“ม.เกษตร” ต่อยอดหลักสูตร “KU CARE” รุ่น2  ยกระดับผู้บริหารระดับสูงขององค์กร สู่มาตรฐานอย่างยั่งยืน  https://energynewscenter.com/%e0%b8%a1-%e0%b9%80%e0%b8%81%e0%b8%a9%e0%b8%95%e0%b8%a3-%e0%b8%95%e0%b9%88%e0%b8%ad%e0%b8%a2%e0%b8%ad%e0%b8%94%e0%b8%ab%e0%b8%a5%e0%b8%b1%e0%b8%81%e0%b8%aa%e0%b8%b9%e0%b8%95%e0%b8%a3-ku-care/… ผ่าน 
@EnergyNewsCent1
#KU Care #เกษตรศาสตร์ #เคยู แคร์ #นโยบายสีเขียว #ธุรกิจ #ความยั่งยืน #เน็ต ซีโร่",0,0,1,0,167,2024-06-02 05:38:43,2024-11-26 01:11:30
b67dm1xpzdp,"มหาวิทยาลัยเกษตรศาสตร์ ขอแสดงความยินดีกับบัณฑิตและครอบครัว
ขอมอบสิ่งดี ๆ จากใจในวันซ้อมย่อยซ้อมใหญ่ 
วันที่ 2 - 5 ตุลาคม 2567 แก่บัณฑิตใหม่ทุกคน
เพราะทุกคนคือ พลังของเคยูที่เราภาคภูมิใจ
#ปริญญา2566 #Kasetsart #เกษตรศาสตร์ #ku #congratulations #มก",1,8,9,0,1345,2024-10-02 00:40:52,2024-11-26 01:11:30
js2pt932s7,"ใครไป #ลอยกระทง ที่ #เกษตรศาสตร์ #KU มีมาเฟียมาเก็บเงินค่าจอดรถบนฟุตบาท หรือไม่ครับ?

ปล. ปกติเขาไม่ให้จอด แต่วันนี้จนท.อถลุ่มอล่วยให้จอด เพราะไม่มีที่จอดจริงๆ แต่ไม่มีนโยบายให้เก็บเงินครับ",5,119,137,2,9112,2024-11-15 15:07:14,2024-11-26 01:11:30
5durses1ugk,"วันนี้ 2 กุมภาพันธ์ #ครบรอบ81ปี #เกษตรศาสตร์ 
ข้าพระพุทธเจ้า ในนามนิสิตเก่า KU
น้อมรำลึกในพระมหากรุณาธิคุณ 
-----------
2 กุมภาพันธ์ พ.ศ. 2486 
สถาปนามหาวิทยาลัยเกษตรศาสตร์",0,1,2,0,249,2024-02-02 15:57:59,2024-11-26 01:11:30
2g0w6wl3kso,"Kaset X บางบัวร่วมใจพัฒนา (สะพานไม้2) X สส.แบงค์

ร่วมทำ CSR Workshop ระหว่างนักศึกษาปี1 คณะสถาปัตย์ ม. #เกษตรศาสตร์ (IPDI) กับ ชุมชนบางบัวร่วมใจพัฒนา #สะพานไม้2 #เขตหลักสี่  

โดย เป้าหมายคือให้นิสิต สมาชิกชุมชน และเยาวชน แชร์ความรู้ และหาภาพจำให้ชุมชนจากผลิตภัณฑ์(ที่มีอยู่แล้ว)",14,474,1001,5,42155,2024-01-30 04:34:01,2024-11-26 01:12:54
vtlauuq8h2c,"พิธีพระราชทานปริญญาบัตร #มหาวิทยาลัยเกษตรศาสตร์ ประจำปีการศึกษา 2566 ในวันที่ 8-10 ตุลาคม 2567 

นายเกษม วัฒนชัย องคมนตรี จะเป็นผู้แทนพระองค์ ไปมอบปริญญาบัตรให้แก่บัณฑิต #เกษตรศาสตร์",1,0,0,0,364,2024-10-08 06:09:32,2024-11-26 01:12:54
etocale9zu9,"[วิทยากรบรรยายเรื่อง การระบายน้ำในกทม. ที่ ม.#เกษตรศาสตร์]

วันนี้ไปเป็นวิทยากรบรรยาย หัวข้อ “ปัญหาการเกิด #น้ำท่วม และข้อมูลการ #ระบายน้ำ ใน กทม.” ให้นิสิตปริญญาโท ที่ภาควิชาวิศวกรรมทรัพยากรน้ำ คณะวิศวกรรมศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ ครับ 

หลักๆของการระบายน้ำ",16,528,1140,9,30325,2024-02-24 08:52:38,2024-11-26 01:12:54
kd0bjce28zl,สนามแรกของนักเรียน นักศึกษา #KU #เกษตรศาสตร์ #ม็อบ21กรกฎา66,3,364,514,0,19392,2023-07-21 11:23:37,2024-11-26 01:12:54
p0f4u0ae71f," คณะเกษตรศาสตร์ vs คณะวนศาสตร์ ต่างกันยังไง มาดูกันเลย!
.
 คณะเกษตรศาสตร์ เน้นเรียนเกี่ยวกับการเกษตร พืชประเภทต่าง ๆ
 ส่วนคณะวนศาสตร์ จะเรียนเกี่ยวกับป่าไม้และทรัพยากรธรรมชาติ
.
#TCASter #Dek68 #Dek69 #คณะเกษตรศาสตร์ #คณะเกษตร #คณะวนศาสตร์ #วนศาสตร์ #เกษตรศาสตร์ #กรมป่าไม้",0,10,10,1,2845,2024-06-06 07:56:07,2024-11-26 01:12:54
vyes0tw880c," เช็กด่วนน! คุณสมบัติรอบพอร์ตโครงการช้างเผือก ม.เกษตร
เปิดรับเยอะมากก กว่า 1,500 ที่นั่ง 
เปิดรับสมัครตั้งแต่ 15 ต.ค.–15 พ.ย. 67
เช็กคุณสมบัติของแต่ละสาขาที่โพสต์นี้เลย

#TCASter #Mytcas #TCAS67 #TCAS68 #DEK68 #dek69 #KU #เกษตรศาสตร์ #มหาวิทยาลัย #มหาวิทยาลัยเกษตร #สอบติดมหาลัย",1,5,30,11,3227,2024-10-08 09:26:57,2024-11-26 01:12:54
ue2h1t6a5g8,"3 วันสุดท้ายก่อนปิดรับสมัคร!!
อย่าพลาดงานวิ่งดีๆ แบบนี้ แล้วพบกัน KU Run 4สมัครกันเต๊อะ อยากเจอ

ย้ำ!! สมัครได้ที่ : https://alumni.ku.ac.th/kurun4
หรือสแกน QR Code ในโปสเตอร์
.
#KURUN4 #เกษตรศาสตร์ #kasetsart #university #run #exercise #donation #โรงพยาบาลมหาวิทยาลัยเกษตรศาสตร์",0,0,0,0,338,2024-11-15 05:09:27,2024-11-26 01:12:54
i24b07hocw,ฝากรีหน่อยค่ะ #ลอยกระทง #เกษตรศาสตร์,0,1,4,0,223,2024-11-14 15:05:15,2024-11-26 01:12:54
twq4oongtx,"มาย้ำเตือนกันอีกที
สัปดาห์สุดท้ายก่อนปิดรับสมัคร!! KU Run 4  
วิ่งรวมพลังเกษตรศาสตร์ Power of KU  
สมัครด่วน ** ได้ที่ : https://alumni.ku.ac.th/kurun4
หรือสแกน QR Code ในโปสเตอร์
#KURUN4 #เกษตรศาสตร์ #kasetsart #university #run #exercise #donation",0,1,1,0,365,2024-11-10 07:53:40,2024-11-26 01:12:54
xccn60tgfz,"ปิดรับสมัครอย่างเป็นทางการ KU Run 4
สำหรับใครที่สมัครเรียบร้อย เตรียมตัวให้พร้อม! 
วิ่งรวมพลังเกษตรศาสตร์ Power of KU 
มาเจอกัน 15 ธันวาคม นี้!
#KURUN4 #เกษตรศาสตร์ #kasetsart #university #run #exercise #donation #โรงพยาบาลมหาวิทยาลัยเกษตรศาสตร์",0,0,0,0,209,2024-11-18 02:02:16,2024-11-26 01:12:54
35sc7hyyn84,Soc Night ที่ม.เกษตร บางเขนนน #chilaxband #smosocku #smosocku66 #socku #สังคมศาสตร์ #เกษตรศาสตร์ #ku,0,0,0,0,355,2024-01-10 13:29:05,2024-11-26 01:12:54
az9xgbfv51," 10 คณะแข่งขันสูงจาก TCAS67
มาต่อกันที่มหาวิทยาลัยเกษตรศาสตร์กันบ้าง
พี่ทีเชื่อว่าเป็นมหาลัยในฝันของน้อง ๆ #DEK68 หลายคนเลย
.
จะมีคณะที่การแข่งขันสูงปรี๊ดบ้าง มาดูกันเลย~
.
#TCASter #Mytcas #TCAS67 #TCAS68 #DEK68
#admission #รอบ3 #แอดมิชชัน #เกษตร #เกษตรศาสตร์
#หมาวิทยาลัยเกษตร",1,12,31,5,3137,2024-08-06 02:42:39,2024-11-26 01:12:54
osivvi0vauj,ไปหลอกใครได้บ้างงับ พร้อมแย๊วววว จะหลอกให้ตัวลอยเลย  #สาวสอง #สาวอวบ #โสด #เรียล #รัชดา #รัชโยธิน #ลาดพร้าว #เสนานิคม #บางเขน #เกษตรศาสตร์ #halloween2024,0,1,10,1,2354,2024-10-31 15:09:39,2024-11-26 01:12:54
a6524vqfy0k,"#คณะในฝัน #DEK67 #TCAS67 #TGAT #Alevel #คณะอักษรศาสตร์ #คณะศิลปศาสตร์ #คณะมนุษย์ศาสตร์ #มก #เกษตรศาสตร์ #KU

อยากติด…มนุษย์(จีน)มก ต้องได้คะแนนเท่าไหร่??

พี่คำนวณคร่าว ๆ ให้แล้ว +,-ได้นิดหน่อย…ถ้า Final คะแนนรวมตามนี้คือเซฟเลย ติดแน่นอน",0,5,8,9,3724,2023-12-29 17:49:00,2024-11-26 01:12:54
tmcb6ongjlp,"C’est moi & Loyd  คอมมูนิตี้ที่เป็นมากกว่าคาเฟ่หรือร้านไอศกรีมธรรมดา
.
 ซอยงามวงศ์วาน 46
รีวิว->https://shorturl.asia/YmB6L
.
@aroii
 #cestmoi #cestmoicafe #loydicecream #คาเฟ่ไอศกรีม #เกษตรศาสตร์ #เสนานิคม #tamagofreemag #tamagoonline #tamagoพาไป",0,1,0,0,467,2024-02-09 11:00:02,2024-11-26 01:12:54
37qibn75xtm,"ถ่ายไม่จำกัดจำนวน
ช่วยหามุม/คิดท่า
ปรับแสง/สีให้ทุกรูป
Line : spypyiii 
โทร  : 0971109027
#รับถ่ายภาพ #หาช่างภาพ #ถ่ายรูปรับปริญญา #ช่างภาพรับปริญญา  #ถ่ายงานแต่ง  #ช่างภาพ #ถ่ายนอกรอบ #ถ่ายรูปรับปริญญา #จุฬา #ธรรมศาสตร์ #abac #รามคำแหง #พระจอมเกล้า #มหิดล #swu #เกษตรศาสตร์",0,1,2,0,418,2023-07-06 18:11:56,2024-11-26 01:12:54
kucbfpyyyv,บอกข่าวสำหรับนักวิ่งทั้งหลาย กับชาวเกษตรศาสตร์ด้วย #วิ่งการกุศล #เกษตรศาสตร์,0,0,1,0,239,2023-09-10 01:55:56,2024-11-26 01:12:54
2drx626eizu," อัปสกิลภาษาที่ 3 ติดตัวกัน #คอร์สเรียน  จากมหาวิทยาลัย #เกษตรศาสตร์ ให้เราเรียนภาษาอังกฤษกันเเบบครบจบที่คอร์สเดียว ไม่ว่าจะเป็นการฟัง อ่าน เขียน พูด 
ดูรายละเอียดเพิ่มเติมได้ที่ >> https://buff.ly/3yqZpRQ 
#SaleHere #เซลเฮียร์ #คอร์สเรียนภาษาอังกฤษ #เรียนออนไลน์",0,5,5,3,972,2024-05-20 02:10:02,2024-11-26 01:12:54
6uzf9eytk2n,"TOP 5 อันดับโรงเรียนที่สอบติด ""มหาวิทยาลัยเกษตรศาสตร์""
.
จากตัวช่วยการคำนวนคะแนนสอบเข้ามหาลัยที่ดีที่สุด 
สามารถเข้าไปทดลองใช้งานกันได้ที่ >> https://monkeyeveryday.com/tcas
.
#MonkeyEverydayTH #dek67 #เตรียมสอบ #เรียนพิเศษมัธยมปลาย #เรียนพิเศษ #เรียนออนไลน์ #TCAS #เกษตรศาสตร์",0,1,2,1,1969,2024-02-06 04:26:34,2024-11-26 01:12:54
a7z6zb7rx5n,ในรูปนิ่งๆ ตัวจิงเน็ดได้งับ  ทักมาคุยกันค่ะ #สาวสอง #สาวอวบ #โสด #เรียลนักศึกษา #รัชโยธิน #ลาดพร้าววังหิน #เกษตรศาสตร์ #เสนานิคม #ลาดพร้าว,2,0,31,0,5477,2024-06-16 17:55:38,2024-11-26 01:12:54
3uzky8vfckn,"น้องๆ ku มีใครยังไม่ได้ทำบัตรบ้างน้า 

 https://vt.tiktok.com/ZSYAbSeuv/

เช็ครีวิว  #reviewsjennyeditorth

#รูปติดบัตร #เกษตรศาสตร์ #สมัครเรียน #มอเกษตร #มหาวิทยาลัยเกษตรศาสตร์ #มก #KU #มอเกษตรสกล #มอเกษตรศรีราชา #มอเกษตรบางเขน #มอเกษตรกําแพงแสน #kasetsartuniversity",1,0,1,0,1545,2024-06-12 10:24:09,2024-11-26 01:12:54
cbv460rbowc,"รวม 10 เรื่องอยากให้รู้ ก่อนเข้าม.เกษตร! มีวิชาอะไรที่ต้องลงบ้าง ชื่อเรียกแปลก และความเชื่อของเด็กมหาลัยนี้เป็นยังไง มาดูกัน!
.
อ่านต่อบทความฉบับเต็ม ที่ https://thestudy-th.com/blog/6474/10storyku…
.
#thestudy #เรื่องน่ารู้ #ความเชื่อ #มเกษตร #เกษตรแฟร์ #มหาวิทยาลัยเกษตรศาสตร์ #เกษตรศาสตร์ #KU",0,0,0,0,133,2024-09-01 06:00:00,2024-11-26 01:12:54
wgdxyr9tba9,"แอดไลน์   http://bit.ly/3AVZOt6 แอดไลน์ตอนนี้ กดรับฟรีทันที!! “Universities Guide Book” ที่รวบรวม Requirement หลักสูตรอินเตอร์ขวัญใจเด็ก GEN Z เอาไว้

#DEK67 #TCAS #จุฬา #มหิดล #มข #มช #เกษตรศาสตร์  #tcas67 #ธรรมศาสตร์ #MUIC #ศิลปากร",0,1,0,0,915,2023-08-16 11:42:19,2024-11-26 01:12:54
qngibbclx6m,"เรียบแบบ สืบ นาคะเสถียร : คณะวนศาสตร์: เรียนเกี่ยวกับอะไร? เรียนที่ไหน? จบไปทำงานอะไรได้บ้าง?
.
อ่านต่อบทความฉบับเต็ม ที่ https://thestudy-th.com/blog/7532/pannwangan22…
.
#TCAS68 #dek68 #สืบนาคะเสถียร #วันสืบนาคะเสถียร #คณะวนศาสตร์ #มหาวิทยาลัยเกษตรศาสตร์ #เกษตรศาสตร์ #ku",0,1,0,0,341,2024-09-01 04:00:01,2024-11-26 01:12:54
lqx743ofahd,"Back To University กับ #Ulite #แอปผ่อนสินค้าไม่ใช้บัตร 

 โปรร้อนแรง!! สำหรับชาวมหาวิทยาลัยเกษตรศาสตร์วิทยาเขตบางเขน

 รับสิทธิพิเศษได้ทั้งนักศึกษา อาจารย์ และบุคลากรมหาวิทยาลัยเกษตรศาสตร์วิทยาเขตบางเขน

#เกษตรศาสตร์ #เกษตรศาสตร์บางเขน  #KU #ฟรีดาวน์ #มก.",1,0,0,0,170,2024-07-09 03:53:13,2024-11-26 01:12:54
91btzulm59c,"ม.เกษตรศาสตร์ ประกาศ จำนวนรับและเกณฑ์การคัดเลือกในระบบ #TCAS68 รอบที่ 3 #Admission

อ่านที่ : https://eduzones.com/2024/10/24/ku-admission68/…

#dek68 #KU #เกษตรศาสตร์",0,0,0,0,588,2024-10-24 11:11:00,2024-11-26 01:12:54
r8c627rno2,"แอดไลน์  http://bit.ly/3AVZOt6  แอดไลน์ตอนนี้ กดรับฟรีทันที!! “Universities Guide Book” ที่รวบรวม Requirement หลักสูตรอินเตอร์ขวัญใจเด็ก GEN Z เอาไว้

#TCAS #จุฬา #มหิดล #มข #มช #เกษตรศาสตร์ #tcas67 #ธรรมศาสตร์ #MUIC #ศิลปากร",0,2,0,0,732,2023-09-06 13:33:47,2024-11-26 01:12:54
hpkhwaxk6rm,"รศ. ดร.วีระภาส คุณรัตนสิริ รองคณบดีฝ่ายสารสนเทศ บัณฑิตวิทยาลัย กล่าวเปิดการอบรมเชิงปฏิบัติการ การใช้งาน iThesis ออนไลน์ ผ่านโปรแกรม Cisco WebEx ให้แก่นิสิตระดับบัณฑิตศึกษาของ มก. เมื่อวันที่ 24 เม.ย. 2567

#เกษตรศาสตร์ #บัณฑิตวิทยาลัย #Kasetsart #KU #GradKU #iThesis #KUiThesis",0,0,0,0,293,2024-04-26 02:16:21,2024-11-26 01:12:54
cl2t53gmi0d,"สมเด็จเจ้าฟ้าฯ กรมพระศรีสวางควัฒน วรขัตติยราชนารี เสด็จแทนพระองค์ไปพระราชทานปริญญาบัตรแก่ผู้สำเร็จการศึกษาจากมหาวิทยาลัยเกษตรศาสตร์ ประจำปีการศึกษา 2565 เป็นวันแรก

#TV5HD_Online #ททบ5 #กรมพระศรีสวางควัฒน #เกษตรศาสตร์ #พระราชทานปริญญาบัตร",0,1,2,0,172,2023-10-10 08:51:18,2024-11-26 01:12:54
o0p13vqg0i,"เปิดใจ ‘เมธินี’ แรง ‘ศรัทธางานที่ทำ’ นำมาซึ่ง ‘รางวัลบุคลากรดีเด่นปี66’

:รายละเอียด https://komchadluek.net/news/education/566067…

#บุคลากรดีเด่น

#มหาวิทยาลัย

#เกษตรศาสตร์",1,0,2,0,810,2023-12-25 13:51:37,2024-11-26 01:12:54
m5sl2xvu988,"นิสิตใหม่ไม่หลง  (English Below)
ต้อนรับนิสิตใหม่ และต้อนรับการเปิดเทอมจ้า 
มาดูกันว่า ม.เกษตรฯ เรามีสถานที่สำคัญอะไรบ้าง อย่าลืมเซฟเก็บไว้กันหลงนะ
เปิดเทอมแล้วเจอกันน
#เกษตรศาสตร์ #kasetsart #ทีมมก #ku #freshy #ku84  #welcomeku84 #ยินดีต้อนรับ  #เปิดทเทอม #university",0,0,2,4,974,2024-06-24 01:33:12,2024-11-26 01:12:54
lo3d9dz9m08,"คณะสัตวแพทย์ศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ พร้อมต้อนรับน้องๆนิสิตใหม่เข้ามาเจอกันได้แล้วน้า เด็กๆเข้ากรุ๊ปไลน์ได้เลยนะคับบ
#DEK66 #ทีมมก #สัตวแพทย์ #สัตวมก #เกษตรศาสตร์ #บางเขน #TCAS66",0,8,7,1,7874,2023-05-08 04:56:13,2024-11-26 01:12:54
iyr3rplbp1f,"Available 24 hrs.
กัญขาเกรด Exotic - Topshelf
Grab delivery in BKK

สั่งซื้อ : http://lin.ee/L2z90co

#นัดเย็ดกทม #กัญชาสุขุมวิท #นัดเย็ดนนทบุรี #นัดเย็ดรังสิตภิรมย์ #กัญชารัชดา #นัดเย็ดสาทร #นัดเย็ดพระราม3 #กัญชากรุงเทพ #กัญชาออแกนิค #มอกรุง #กัญชารังสิต #เกษตรศาสตร์",0,0,1,1,829,2024-01-09 18:56:14,2024-11-26 01:12:54
bmmi0t873ve,"ต้องขอบคุณทั้งองค์กรสังคมนิยมแรงงานและคนที่จุดดราม่านะครับ  ให้เครดิตทั้งสองฝ่ายเลย เพราะมันทําให้วันนี้คนมาร่วมเยอะเลย มาตั้ง 13 คน + เจ้าหน้าที่ในเครื่องแบบมาเช็คถึงโต๊ะ 

#ซุ้มศักดิสิทธิ์
#สังคมนิยมแรงงาน
#เกษตรศาสตร์",0,4,4,0,375,2024-01-04 14:16:18,2024-11-26 01:12:54
q2uxcx56toe,"ยินดีต้อนรับน้องๆทุกคนที่ติดคณะสัตวแพทยศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ด้วยนะคะ

สามารถสแกนคิวอาร์โค้ดเพื่อเข้ากลุ่มไลน์vet88 ได้เลยน้าาา

#ทีมมก #มก #Tcas67 #DEK67 #สัตวแพทย์ #เกษตรศาสตร์ #บางเขน #เด็กซิ่ว",0,16,3,2,3308,2024-05-20 03:41:27,2024-11-26 01:12:54
qblbr29crpl,"คณะประมง มหาวิทยาลัยเกษตรศาสตร์ แนะ เมนูกู้แหล่งน้ำ “ขนมจีนน้ำยาปลาหมอคางดำ”

#ปลาหมอคางดำ #ขนมจีนน้ำยาปลาหมอคางดำ #คณะประมง #เกษตรศาสตร์ #ไทยพับลิก้า #Thaipublica",0,2,1,0,616,2024-07-13 05:46:16,2024-11-26 01:12:54
8m45o3lhe7w,"'แพทยสภา' รับรองแล้ว!
หลักสูตร 'แพทยศาสตร์ ม.เกษตรฯ'
พร้อมเปิดสอนปี 67 รองรับได้ 48 คน #แพทยศาสตร์ #เกษตรศาสตร์ #แพทยสภา
https://thecoverage.info/news/content/5464…",0,0,1,0,126,2023-09-26 10:54:55,2024-11-26 01:12:54
iw14cetevp,"𝟏𝟕-𝟏𝟖 สิงหาคมนี้  โทร. 1172 กด 3 ลุ้นรับ #คุกกี้หมีเนย #gentlewoman 

CHATEAU IN TOWN : KASET CAMPUS 𝑽𝑽𝑰𝑷 𝑫𝑨𝒀 
พิกัด : https://maps.app.goo.gl/Vm5xfHVXcnykS5qm7… 

#LISAxROSALÍA #คอนโดใหม่ #เกษตรนวมินทร์ #เกษตร #พหลโยธิน #เกษตรศาสตร์ #คลองบางบัว #หวยงวดนี้ #นายกรัฐมนตรี #นายกคนที่31",0,0,0,1,1314,2024-08-16 03:06:53,2024-11-26 01:12:54
98u811c9jbh,บ่ายนี้ผมมีเสวนาโครงการพัฒนานิสิต เรื่อง สิทธิเด็ก : ยุติการลงโทษทางกายของเด็กในกรณีผู้ปกครองทำโทษบุตรโดยใช้ความรุนแรง ที่คณะสังคมศาสตร์ ม.#เกษตรศาสตร์ ผลจากสภาฯ รับหลักการแก้ไข ปพพ.#ประเทศนี้ไม่ตีเด็ก และกำลังพิจารณาวาระ 2 ตีได้ไม่ได้ ลงโทษได้แค่ไหน ติดตามกันครับ #พรรคประชาชน,0,32,70,0,1587,2024-08-23 01:08:06,2024-11-26 01:12:54
j67brp4lqhc,ถ้าเราอยากอยู่ห้องเดียวกับเพื่อนสามารถทำยังไงได้มั้งคะ พอดีทักไปถามม.แล้วเค้าบอกสุ่มอย่างเดียวเลยค่ะ แนะนำได้นะคะ #หอในนอก #ทีมมก #เกษตรบางเขน #เกษตรศาสตร์ ปี1ค่ะ,1,0,0,0,443,2023-05-14 07:38:50,2024-11-26 01:12:54
3os4dv7z55f,"“สุวัจน์” เปิดงาน เดิน-วิ่ง ม.เกษตร  KU RUN 3 ชิงถ้วยพระราชทาน หารายได้สร้างโรงพยาบาลคณะแพทย์ศาสตร์ ม.เกษตรศาสตร์

#สุวัจน์ #เกษตรศาสตร์ #kurun3",0,0,0,0,991,2024-02-25 09:52:02,2024-11-26 01:12:54
bn36568ej3,"เกิดเหตุเพลิงไหม้ ใน ม.เกษตรศาสตร์ บางเขน ระดมกำลังดับทัน รอตรวจสาเหตุต่อ

https://komchadluek.net/news/crime/563628…

#ไฟไหม้ #เกษตรศาสตร์ #บางเขน #ข่าว #คมชัดลึก",0,0,2,0,2122,2023-11-18 10:25:05,2024-11-26 01:12:54
g6utrfdch1,หามัธยม มหาลัยเอ้าดอร์หลังเลิกเรียนกันคับ ชชภายนอกคับ #นัดเย็ดกทม #กรุงเทพนัดเย็ด #เกษตรศาสตร์ #ศรีปทุม #จตุจักร #fwbกรุงเทพ #onsกทม #สยาม #imgforgay #ควยมัธยม #ควยมหาลัย,1,0,3,0,1726,2023-07-27 04:51:11,2024-11-26 01:12:54
ardsgk9ecm6,"รบกวนช่วยรีหน่อยค่ะ
เวลาประมาณ 23.40 น. ใครที่ขับรถผ่านบริเวณสะพานข้ามแยกเกษตรฝั่งขาออก (ฝั่งม.เกษตร) แล้วพบเห็นอุบัติเหตุรถปิ๊กอัพชนรถจักรยานยนต์ รบกวนติดต่อเรามาหน่อยได้มั้ยคะ พอดีผู้ประสบเหตุเป็นพี่ชายเรา คนขับชนแล้วหนีค่ะ #อุบัติเหตุ #รถชน #เกษตรบางเขน #เกษตรศาสตร์",1,38,2,0,2958,2023-05-21 18:13:30,2024-11-26 01:12:54
qllak7u34zo,"เปิดเทอมวันแรก นิสิต ม.เกษตรชูป้าย ‘อย่าปล่อยการเมืองไทยถอยหลังลงคลอง’ ร้องสิทธิประกันนักโทษความคิด

อ่านข่าว-https://matichon.co.th/politics/news_4646141…

#มติชนออนไลน์ #เกษตรศาสตร์ #บุ้งทะลุวัง #บุ้งเนติพร",101,1021,1891,21,111639,2024-06-24 12:53:09,2024-11-26 01:12:54
u78xiu6d82,"ดูบอลสด ถ่ายทอดสด ฟุตบอล รีโว่ คัพ เกษตรศาสตร์ VS ทรู แบงค็อก
#ดูบอลสด
#ลิ้งค์ดูบอลสด
#ตารางดูบอลสด
#ฟุตบอลรีโว่คัพ
#เกษตรศาสตร์
#ทรูแบงค็อกยูไนเต็ด",0,0,2,0,548,2024-10-30 08:38:04,2024-11-26 01:12:54
ht3xixk3j,"มหาวิทยาลัยเกษตรศาสตร์ ขอแสดงความยินดีกับบัณฑิตและครอบครัว
ขอมอบสิ่งดี ๆ จากใจในวันซ้อมย่อยซ้อมใหญ่ 
วันที่ 2 - 5 ตุลาคม 2567 แก่บัณฑิตใหม่ทุกคน
เพราะทุกคนคือ พลังของเคยูที่เราภาคภูมิใจ
#ปริญญา2566 #Kasetsart #เกษตรศาสตร์ #ku #congratulations #มก",1,8,9,0,1345,2024-10-02 00:40:52,2024-11-26 01:12:54
kwva58hrdp,"อธิการบดี #เกษตรศาสตร์ รับผิดชอบไหวแน่นะ
ไม่เห็นด้วยกับ สว. แล้วปลดธงชาติเลยเหรอ?",0,5,4,1,930,2023-07-21 19:45:35,2024-11-26 01:12:54
yylp1osxg0n,"วันนี้ 2 กุมภาพันธ์ #ครบรอบ81ปี #เกษตรศาสตร์ 
ข้าพระพุทธเจ้า ในนามนิสิตเก่า KU
น้อมรำลึกในพระมหากรุณาธิคุณ 
-----------
2 กุมภาพันธ์ พ.ศ. 2486 
สถาปนามหาวิทยาลัยเกษตรศาสตร์",0,1,2,0,249,2024-02-02 15:57:59,2024-11-26 01:12:54
